Pre 21-22 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E168,
Pre 21-22 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F168,
Pre 21-22 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G168,
Pre 21-22 BEN Forecast - Gov. Cashable,Finance & Benefits,C169,
Pre 21-22 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D169,
Pre 21-22 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E169,
Pre 21-22 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F169,
Pre 21-22 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G169,
21-22 BEN Baseline - Gov. Cashable,Finance & Benefits,C170,
21-22 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D170,
21-22 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E170,
21-22 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F170,
21-22 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G170,
21-22 BEN Forecast - Gov. Cashable,Finance & Benefits,C171,
21-22 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D171,
21-22 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E171,
21-22 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F171,
21-22 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G171,
Pre 22-23 BEN Baseline - Gov. Cashable,Finance & Benefits,C172,
Pre 22-23 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D172,
Pre 22-23 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E172,
Pre 22-23 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F172,
Pre 22-23 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G172,
Pre 22-23 BEN Forecast - Gov. Cashable,Finance & Benefits,C173,
Pre 22-23 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D173,
Pre 22-23 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E173,
Pre 22-23 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F173,
Pre 22-23 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G173,
22-23 BEN Baseline - Gov. Cashable,Finance & Benefits,C174,
22-23 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D174,
22-23 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E174,
22-23 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F174,
22-23 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G174,
22-23 BEN Forecast - Gov. Cashable,Finance & Benefits,C175,
22-23 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D175,
22-23 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E175,
22-23 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F175,
22-23 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G175,
23-24 BEN Baseline - Gov. Cashable,Finance & Benefits,C176,
23-24 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D176,
23-24 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E176,
23-24 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F176,
23-24 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G176,
23-24 BEN Forecast - Gov. Cashable,Finance & Benefits,C177,
23-24 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D177,
23-24 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E177,
23-24 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F177,
23-24 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G177,
24-25 BEN Baseline - Gov. Cashable,Finance & Benefits,C178,
24-25 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D178,
24-25 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E178,
24-25 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F178,
24-25 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G178,
24-25 BEN Forecast - Gov. Cashable,Finance & Benefits,C179,
24-25 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D179,
24-25 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E179,
24-25 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F179,
24-25 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G179,
25-26 BEN Baseline - Gov. Cashable,Finance & Benefits,C180,
25-26 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D180,
25-26 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E180,
25-26 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F180,
25-26 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G180,
25-26 BEN Forecast - Gov. Cashable,Finance & Benefits,C181,
25-26 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D181,
25-26 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E181,
25-26 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F181,
25-26 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G181,
26-27 BEN Baseline - Gov. Cashable,Finance & Benefits,C182,
26-27 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D182,
26-27 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E182,
26-27 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F182,
26-27 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G182,
26-27 BEN Forecast - Gov. Cashable,Finance & Benefits,C183,
26-27 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D183,
26-27 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E183,
26-27 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F183,
26-27 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G183,
27-28 BEN Baseline - Gov. Cashable,Finance & Benefits,C184,
27-28 BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D184,
27-28 BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E184,
27-28 BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F184,
27-28 BEN Baseline - Total Monetised Benefits,Finance & Benefits,G184,
27-28 BEN Forecast - Gov. Cashable,Finance & Benefits,C185,
27-28 BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D185,
27-28 BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E185,
27-28 BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F185,
27-28 BEN Forecast - Total Monetised Benefits,Finance & Benefits,G185,
Unprofiled Remainder BEN Baseline - Gov. Cashable,Finance & Benefits,C186,
Unprofiled Remainder BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D186,
Unprofiled Remainder BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E186,
Unprofiled Remainder BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F186,
Unprofiled Remainder BEN Baseline - Total Monetised Benefits,Finance & Benefits,G186,
Unprofiled Remainder BEN Forecast - Gov. Cashable,Finance & Benefits,C187,
Unprofiled Remainder BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D187,
Unprofiled Remainder BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E187,
Unprofiled Remainder BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F187,
Unprofiled Remainder BEN Forecast - Total Monetised Benefits,Finance & Benefits,G187,
Total BEN Baseline - Gov. Cashable,Finance & Benefits,C188,
Total BEN Baseline - Gov. Non-Cashable,Finance & Benefits,D188,
Total BEN Baseline - Economic (inc Private Partner),Finance & Benefits,E188,
Total BEN Baseline - Disbenefit UK Economic,Finance & Benefits,F188,
Total BEN Baseline - Total Monetised Benefits,Finance & Benefits,G188,
Total BEN Forecast - Gov. Cashable,Finance & Benefits,C189,
Total BEN Forecast - Gov. Non-Cashable,Finance & Benefits,D189,
Total BEN Forecast - Economic (inc Private Partner),Finance & Benefits,E189,
Total BEN Forecast - Disbenefit UK Economic,Finance & Benefits,F189,
Total BEN Forecast - Total Monetised Benefits,Finance & Benefits,G189,
Year BEN spend stops,Finance & Benefits,C191,Years (Benefits),
Benefits Narrative,Finance & Benefits,B197,
Benefits Map,Finance & Benefits,F139,Yes/No,
Benefits Analysed,Finance & Benefits,F140,Yes/No,
Benefits Realisation Plan,Finance & Benefits,F141,Yes/No,
Initial Benefits Cost Ratio (BCR),Finance & Benefits,F191,
Adjusted Benefits Cost Ratio (BCR),Finance & Benefits,F192,
VfM Category,Finance & Benefits,B192,VFM,
Present Value Cost (PVC),Finance & Benefits,I191,
Present Value Benefit (PVB),Finance & Benefits,I192,
Assurance MM1,Assurance planning,A8,
Assurance MM1 Original Baseline,Assurance planning,B8,
Assurance MM1 Latest Approved Baseline,Assurance planning,C8,
Assurance MM1 Forecast - Actual,Assurance planning,D8,
Assurance MM1 DCA,Assurance planning,E8,RAG,
Assurance MM1 Notes,Assurance planning,F8,
Assurance MM2,Assurance planning,A9,
Assurance MM2 Original Baseline,Assurance planning,B9,
Assurance MM2 Latest Approved Baseline,Assurance planning,C9,
Assurance MM2 Forecast - Actual,Assurance planning,D9,
Assurance MM2 DCA,Assurance planning,E9,RAG,
Assurance MM2 Notes,Assurance planning,F9,
Assurance MM3,Assurance planning,A10,
Assurance MM3 Original Baseline,Assurance planning,B10,
Assurance MM3 Latest Approved Baseline,Assurance planning,C10,
Assurance MM3 Forecast - Actual,Assurance planning,D10,
Assurance MM3 DCA,Assurance planning,E10,RAG,
Assurance MM3 Notes,Assurance planning,F10,
Assurance MM4,Assurance planning,A11,
Assurance MM4 Original Baseline,Assurance planning,B11,
Assurance MM4 Latest Approved Baseline,Assurance planning,C11,
Assurance MM4 Forecast - Actual,Assurance planning,D11,
Assurance MM4 DCA,Assurance planning,E11,RAG,
Assurance MM4 Notes,Assurance planning,F11,
Assurance MM5,Assurance planning,A12,
Assurance MM5 Original Baseline,Assurance planning,B12,
Assurance MM5 Latest Approved Baseline,Assurance planning,C12,
Assurance MM5 Forecast - Actual,Assurance planning,D12,
Assurance MM5 DCA,Assurance planning,E12,RAG,
Assurance MM5 Notes,Assurance planning,F12,
Assurance MM6,Assurance planning,A13,
Assurance MM6 Original Baseline,Assurance planning,B13,
Assurance MM6 Latest Approved Baseline,Assurance planning,C13,
Assurance MM6 Forecast - Actual,Assurance planning,D13,
Assurance MM6 DCA,Assurance planning,E13,RAG,
Assurance MM6 Notes,Assurance planning,F13,
Assurance MM7,Assurance planning,A14,
Assurance MM7 Original Baseline,Assurance planning,B14,
Assurance MM7 Latest Approved Baseline,Assurance planning,C14,
Assurance MM7 Forecast - Actual,Assurance planning,D14,
Assurance MM7 DCA,Assurance planning,E14,RAG,
Assurance MM7 Notes,Assurance planning,F14,
Assurance MM8,Assurance planning,A15,
Assurance MM8 Original Baseline,Assurance planning,B15,
Assurance MM8 Latest Approved Baseline,Assurance planning,C15,
Assurance MM8 Forecast - Actual,Assurance planning,D15,
Assurance MM8 DCA,Assurance planning,E15,RAG,
Assurance MM8 Notes,Assurance planning,F15,
Assurance MM9,Assurance planning,A16,
Assurance MM9 Original Baseline,Assurance planning,B16,
Assurance MM9 Latest Approved Baseline,Assurance planning,C16,
Assurance MM9 Forecast - Actual,Assurance planning,D16,
Assurance MM9 DCA,Assurance planning,E16,RAG,
Assurance MM9 Notes,Assurance planning,F16,
Assurance MM10,Assurance planning,A17,
Assurance MM10 Original Baseline,Assurance planning,B17,
Assurance MM10 Latest Approved Baseline,Assurance planning,C17,
Assurance MM10 Forecast - Actual,Assurance planning,D17,
Assurance MM10 DCA,Assurance planning,E17,RAG,
Assurance MM10 Notes,Assurance planning,F17,
Assurance MM11,Assurance planning,A18,
Assurance MM11 Original Baseline,Assurance planning,B18,
Assurance MM11 Latest Approved Baseline,Assurance planning,C18,
Assurance MM11 Forecast - Actual,Assurance planning,D18,
Assurance MM11 DCA,Assurance planning,E18,RAG,
Assurance MM11 Notes,Assurance planning,F18,
Assurance MM12,Assurance planning,A19,
Assurance MM12 Original Baseline,Assurance planning,B19,
Assurance MM12 Latest Approved Baseline,Assurance planning,C19,
Assurance MM12 Forecast - Actual,Assurance planning,D19,
Assurance MM12 DCA,Assurance planning,E19,RAG,
Assurance MM12 Notes,Assurance planning,F19,
Assurance MM13,Assurance planning,A20,
Assurance MM13 Original Baseline,Assurance planning,B20,
Assurance MM13 Latest Approved Baseline,Assurance planning,C20,
Assurance MM13 Forecast - Actual,Assurance planning,D20,
Assurance MM13 DCA,Assurance planning,E20,RAG,
Assurance MM13 Notes,Assurance planning,F20,
Assurance MM14,Assurance planning,A21,
Assurance MM14 Original Baseline,Assurance planning,B21,
Assurance MM14 Latest Approved Baseline,Assurance planning,C21,
Assurance MM14 Forecast - Actual,Assurance planning,D21,
Assurance MM14 DCA,Assurance planning,E21,RAG,
Assurance MM14 Notes,Assurance planning,F21,
Assurance MM15,Assurance planning,A22,
Assurance MM15 Original Baseline,Assurance planning,B22,
Assurance MM15 Latest Approved Baseline,Assurance planning,C22,
Assurance MM15 Forecast - Actual,Assurance planning,D22,
Assurance MM15 DCA,Assurance planning,E22,RAG,
Assurance MM15 Notes,Assurance planning,F22,
Assurance MM16,Assurance planning,A23,
Assurance MM16 Original Baseline,Assurance planning,B23,
Assurance MM16 Latest Approved Baseline,Assurance planning,C23,
Assurance MM16 Forecast - Actual,Assurance planning,D23,
Assurance MM16 DCA,Assurance planning,E23,RAG,
Assurance MM16 Notes,Assurance planning,F23,
Assurance MM17,Assurance planning,A24,
Assurance MM17 Original Baseline,Assurance planning,B24,
Assurance MM17 Latest Approved Baseline,Assurance planning,C24,
Assurance MM17 Forecast - Actual,Assurance planning,D24,
Assurance MM17 DCA,Assurance planning,E24,RAG,
Assurance MM17 Notes,Assurance planning,F24,
Assurance MM18,Assurance planning,A25,
Assurance MM18 Original Baseline,Assurance planning,B25,
Assurance MM18 Latest Approved Baseline,Assurance planning,C25,
Assurance MM18 Forecast - Actual,Assurance planning,D25,
Assurance MM18 DCA,Assurance planning,E25,RAG,
Assurance MM18 Notes,Assurance planning,F25,
IAAP created,Assurance planning,C4,
IAAP date revised,Assurance planning,C5,
IAPP version,Assurance planning,E4,
SRO assurance confidence RAG internal,Assurance planning,C31,RAG,
SRO assurance confidence RAG external,Assurance planning,C32,RAG,
SRO assurance confidence commentary,Assurance planning,D30,
SRO assurance scope RAG internal,Assurance planning,C36,RAG,
SRO assurance scope RAG external,Assurance planning,C37,RAG,
SRO assurance scope RAG commentary,Assurance planning,D35,
SRO Benefits RAG,Finance & Benefits,C141,RAG 2, 
Total Number of public sector employees working on the project,Resources,C37,
Total Number of external contractors working on the project,Resources,E37,
Total Number or vacancies on the project,Resources,G37,
Resources commentary,Resources,C19,
Total number of employees funded to work on project,Resources,I17,
Resources commentary,Resources,C19,
Overall Resource DCA - Now,Resources,I38,Capability RAG,
Overall Resource DCA - Future,Resources,J38,Capability RAG,
Digital - Now,Resources,I25,Capability RAG,
Digital - Future,Resources,J25,Capability RAG,
Information Technology - Now,Resources,I26,Capability RAG,
Information Technology - Future,Resources,J26,Capability RAG,
Legal Commercial Contract Management - Now,Resources,I27,Capability RAG,
Legal Commercial Contract Management - Future,Resources,J27,Capability RAG,
Project Delivery - Now,Resources,I28,Capability RAG,
Project Delivery - Future,Resources,J28,Capability RAG,
Change Implementation - Now,Resources,I29,Capability RAG,
Change Implementation - Future,Resources,J29,Capability RAG,
Technical - Now,Resources,I30,Capability RAG,
Technical - Future,Resources,J30,Capability RAG,
Industry Knowledge - Now,Resources,I31,Capability RAG,
Industry Knowledge - Future,Resources,J31,Capability RAG,
Finance - Now,Resources,I32,Capability RAG,
Finance - Future,Resources,J32,Capability RAG,
Analysis Now,Resources,I33,Capability RAG,
Analysis - future,Resources,J33,Capability RAG,
Communications & Stakeholder Engagement - Now,Resources,I34,Capability RAG,
Communications & Stakeholder Engagement - Future,Resources,J34,Capability RAG,
Other Capability 3,Resources,A35,
Other Capability 3 - Now,Resources,I35,Capability RAG,
Other Capability 3 - Future,Resources,J35,Capability RAG,
Other Capability 4,Resources,A36,
Other Capability 4 - Now,Resources,I36,Capability RAG,
Other Capability 4 - Future,Resources,J36,Capability RAG,
Cap Commentary,Resources,C39,
SCS PB3 No public sector,Resources,C6,
SCS PB3 No externals,Resources,E6,
SCS PB3 No vacancies,Resources,G6,
SCS PB3 Total,Resources,I6,
SCS PB2 No public sector,Resources,C7,
SCS PB2 No externals,Resources,E7,
SCS PB2 No vacancies,Resources,G7,
SCS PB2 Total,Resources,I7,
SCS PB1 No public sector,Resources,C8,
SCS PB1 No externals,Resources,E8,
SCS PB1 No vacancies,Resources,G8,
SCS PB1 Total,Resources,I8,
G6 No public sector,Resources,C9,
G6 No externals,Resources,E9,
G6 No vacancies,Resources,G9,
G6 Total,Resources,I9,
G7 No public sector,Resources,C10,
G7 No externals,Resources,E10,
G7 No vacancies,Resources,G10,
G7 Total,Resources,I10,
FS No public sector,Resources,C11,
FS No externals,Resources,E11,
FS No vacancies,Resources,G11,
FS Total,Resources,I11,
SEO No public sector,Resources,C12,
SEO No externals,Resources,E12,
SEO No vacancies,Resources,G12,
SEO Total,Resources,I12,
HEO No public sector,Resources,C13,
HEO No externals,Resources,E13,
HEO No vacancies,Resources,G13,
HEO Total,Resources,I13,
EO No public sector,Resources,C14,
EO No externals,Resources,E14,
EO No vacancies,Resources,G14,
EO Total,Resources,I14,
AO No public sector,Resources,C15,
AO No externals,Resources,E15,
AO No vacancies,Resources,G15,
AO Total,Resources,I15,
AA No public sector,Resources,C16,
AA No externals,Resources,E16,
AA No vacancies,Resources,G16,
AA Total,Resources,I16,
Digital No public sector,Resources,C25,
Digital No externals,Resources,E25,
Digital  No vacancies,Resources,G25,
IT No public sector,Resources,C26,
IT No externals,Resources,E26,
IT No vacancies,Resources,G26,
Legal Commercial No public sector,Resources,C27,
Legal Commercial No externals,Resources,E27,
Legal Commercial No vacancies,Resources,G27,
PD No public sector,Resources,C28,
PD No externals,Resources,E28,
PD No vacancies,Resources,G28,
Change Implementation No public sector,Resources,C29,
Change Implementation No externals,Resources,E29,
Change Implementation No vacancies,Resources,G29,
Technical No public sector,Resources,C30,
Technical No externals,Resources,E30,
Technical No vacancies,Resources,G30,
Industry Knowledge No public sector,Resources,C31,
Industry Knowledge No externals,Resources,E31,
Industry Knowledge No vacancies,Resources,G31,
Finance No public sector,Resources,C32,
Finance No externals,Resources,E32,
Finance No vacancies,Resources,G32,
Analysis No public sector,Resources,C33,
Analysis externals,Resources,E33,
Analysis No vacancies,Resources,G33,
Communications and Stakeholder No public sector,Resources,C34,
Communications and Stakeholder No externals,Resources,E34,
Communications and Stakeholder No vacancies,Resources,G34,
Other 3 No public sector,Resources,C35,
Other 3 No externals,Resources,E35,
Other 3 No vacancies,Resources,G35,
Other 4 No public sector,Resources,C36,
Other 4 No externals,Resources,E36,
Other 4 No vacancies,Resources,G36,
Total No public sector employees working on the project,Resources,C17,
Total No external contractors working on the project,Resources,E17,
Total No employees funded to work on project,Resources,I17,
GMPP - IPA ID Number,GMPP,B1,
GMPP - IPA ID Number 2,GMPP,B2,
GMPP - Dept,GMPP,B3,
GMPP - Main reason for joining GMPP,GMPP,B4,
GMPP - IPA DCA,GMPP,B5,
GMPP - IPA DCA Commentary,GMPP,B6,
GMPP - SRO ID,GMPP,B7,
GMPP - PD ID,GMPP,B8,
GMPP Annual Report Category,GMPP,B9,
GMPP Quarter ID,GMPP,B10,
